Name,Stars,City,Country,Cuisine,Chef,Price,Website,Michelin Guide page,Address
L'Impertinent,1 Star,Biarritz,France,Creative,,€€€,https://www.l-impertinent.fr/,https://guide.michelin.com/en/nouvelle-aquitaine/biarritz/restaurant/l-impertinent,"5 rue d'Alsace, Biarritz, 64200, France"
La Table d'Aurélien Largeau,1 Star,Biarritz,France,Modern Cuisine,,€€€€,https://www.latabledaurelienlargeau.fr/,https://guide.michelin.com/en/nouvelle-aquitaine/biarritz/restaurant/la-table-d-aurelien-largeau,"4 rue Jean-Bart, Biarritz, 64200, France"
Lore Ttipia - Auberge Ostape,1 Star,Bidarray,France,Modern Cuisine,,€€€€,https://www.ostape.com,https://guide.michelin.com/en/nouvelle-aquitaine/bidarray/restaurant/lore-ttipia-auberge-ostape,"Domaine de Chahatoenia, Bidarray, 64780, France"
Les Frères Ibarboure,1 Star,Bidart,France,Modern Cuisine,,€€€€,https://freresibarboure.com,https://guide.michelin.com/en/nouvelle-aquitaine/bidart/restaurant/les-freres-ibarboure,"281 chemin Ttalienea, Bidart, 64210, France"
La Table d'Asten,1 Star,Binic,France,Modern Cuisine,,€€€,https://www.asten-restaurant.fr,https://guide.michelin.com/en/bretagne/binic/restaurant/la-table-d-asten,"8 boulevard Clemenceau, Binic, 22520, France"
Les Terraillers,1 Star,Biot,France,Modern Cuisine,,€€€€,https://www.lesterraillers.fr/,https://guide.michelin.com/en/provence-alpes-cote-dazur/biot/restaurant/les-terraillers,"11 chemin Neuf, Biot, 06410, France"
Le Mascaret,1 Star,Blainville-sur-Mer,France,Modern Cuisine,,€€€,https://lemascaret.fr/,https://guide.michelin.com/en/normandie/blainville-sur-mer/restaurant/le-mascaret,"1 rue de Bas, Blainville-sur-Mer, 50560, France"
Assa,1 Star,Blois,France,Creative,,€€€€,https://www.assarestaurant.com/,https://guide.michelin.com/en/centre-val-de-loire/blois/restaurant/assa,"26 avenue du Maréchal-Maunoury, Blois, 41000, France"
Auberge du Vert Mont,1 Star,Boeschepe,France,"Creative, Modern Cuisine",,€€,https://www.vertmont.fr/,https://guide.michelin.com/en/hauts-de-france/boeschepe/restaurant/auberge-du-vert-mont,"1318 rue du Mont-Noir, Boeschepe, 59299, France"
Auberge des Templiers,1 Star,Boismorand,France,Modern Cuisine,,€€€€,https://www.lestempliers.com,https://guide.michelin.com/en/centre-val-de-loire/boismorand/restaurant/auberge-des-templiers,"20 route Départementale 2007, Boismorand, 45290, France"
Finestra by Italo Bassi,1 Star,Bonifacio,France,"Italian, Mediterranean Cuisine",,€€€€,https://finestra-d-amore.fr/,https://guide.michelin.com/en/corse/bonifacio/restaurant/finestra-by-italo-bassi,"51 quai Jérôme-Comparetti, Bonifacio, 20169, France"
JU - Maison de Cuisine,1 Star,Bonnieux,France,Modern Cuisine,,€€€,https://ju-maisondecuisine.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/bonnieux/restaurant/ju-maison-de-cuisine,"2 rue Lucien-Blanc, Bonnieux, 84480, France"
La Bastide,1 Star,Bonnieux,France,"Modern Cuisine, Provençal",,€€€€,https://www.beaumier.com/fr/proprietes/hotel-capelongue/gastronomie/,https://guide.michelin.com/en/provence-alpes-cote-dazur/bonnieux/restaurant/la-bastide-10332,"550 chemin des Cabanes, Bonnieux, 84480, France"
L'Étang du Moulin,1 Star,Bonnétage,France,Modern Cuisine,,€€€€,https://www.etang-du-moulin.com,https://guide.michelin.com/en/bourgogne-franche-comte/bonntage/restaurant/l-etang-du-moulin,"5 chemin de l'Étang-du-Moulin, Bonnétage, 25210, France"
Amicis,1 Star,Bordeaux,France,Creative,,€€€€,https://www.restaurant-amicis.fr/,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/amicis,"19 rue Mably, Bordeaux, 33000, France"
Cent33,1 Star,Bordeaux,France,Creative,,€€€,https://cent33.com/,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/le-cent-33,"133 rue du Jardin-Public, Bordeaux, 33000, France"
L'Oiseau Bleu,1 Star,Bordeaux,France,Modern Cuisine,,€€€,https://www.loiseaubleu.fr/,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/l-oiseau-bleu,"127 avenue Thiers, Bordeaux, 33100, France"
La Table d'Hôtes - Le Quatrième Mur,1 Star,Bordeaux,France,"Modern Cuisine, Creative",,€€€€,https://quatrieme-mur.com/,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/la-table-d-hotes-le-quatrieme-mur,"2 place de la Comédie, Bordeaux, 33000, France"
Le Pavillon des Boulevards,1 Star,Bordeaux,France,Modern Cuisine,,€€€€,https://www.lepavillondesboulevards.fr,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/le-pavillon-des-boulevards,"120 rue de la Croix-de-Seguey, Bordeaux, 33000, France"
Ressources,1 Star,Bordeaux,France,Modern Cuisine,,€€€,https://restaurantressources.com/,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/ressources,"126 rue Fondaudège, Bordeaux, 33000, France"
Soléna,1 Star,Bordeaux,France,Modern Cuisine,,€€€€,https://solena-restaurant.com/,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/solena,"5 rue Chauffour, Bordeaux, 33000, France"
Tentazioni,1 Star,Bordeaux,France,"Italian, Modern Cuisine",,€€€€,https://tentazioni-bordeaux.com/,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/tentazioni,"59 rue du Palais-Gallien, Bordeaux, 33000, France"
Lueurs,1 Star,Bouchemaine,France,"Modern Cuisine, Creative",,€€€,https://www.lueurs-restaurant.com,https://guide.michelin.com/en/pays-de-la-loire/bouchemaine_1570563/restaurant/lueurs,"2 quai de Port-Boulet, Bouchemaine, 49080, France"
Le Saint-James,1 Star,Bouliac,France,Modern Cuisine,,€€€€,https://www.saintjames-bouliac.com,https://guide.michelin.com/en/nouvelle-aquitaine/bouliac/restaurant/le-saint-james,"3 place Camille-Hosteins, Bouliac, 33270, France"
Maison Medard,1 Star,Boulleret,France,"Modern Cuisine, Creative",,€€€,https://www.maisonmedard.com,https://guide.michelin.com/en/centre-val-de-loire/boulleret/restaurant/maison-medard,"19 place des Tilleuls, Boulleret, 18240, France"
La Ribaudière,1 Star,Bourg-Charente,France,Modern Cuisine,,€€€,https://laribaudiere.com/,https://guide.michelin.com/en/nouvelle-aquitaine/bourg-charente/restaurant/la-ribaudiere,"2 place du Port, Bourg-Charente, 16200, France"
Le Moulin de l'Abbaye,1 Star,Brantôme,France,Modern Cuisine,,€€€,https://www.moulinabbaye.com/,https://guide.michelin.com/en/nouvelle-aquitaine/brantme/restaurant/le-moulin-de-l-abbaye,"1 route de Bourdeilles, Brantôme, 24310, France"
Les Genêts,1 Star,Brem-sur-Mer,France,Creative,,€€€,https://www.restaurant-les-genets.fr/,https://guide.michelin.com/en/pays-de-la-loire/brem-sur-mer/restaurant/les-genets,"21 bis rue de l'Océan, Brem-sur-Mer, 85470, France"
L'Embrun,1 Star,Brest,France,Modern Cuisine,,€€€,https://www.lembrunrestaurant.fr,https://guide.michelin.com/en/bretagne/brest/restaurant/l-embrun,"48 rue de Lyon, Brest, 29200, France"
Jean-Marc Pérochon,1 Star,Bretignolles-sur-Mer,France,Modern Cuisine,Jean-Marc Pérochon,€€€,https://www.lesbrisants.com,https://guide.michelin.com/en/pays-de-la-loire/brtignolles-sur-mer/restaurant/jean-marc-perochon,"63 avenue de la Grande-Roche, Bretignolles-sur-Mer, 85470, France"
La Table d'Olivier,1 Star,Brive-la-Gaillarde,France,Modern Cuisine,,€€€,https://guide.michelin.com/en/nouvelle-aquitaine/brive-la-gaillarde/restaurant/la-table-d-olivier,https://guide.michelin.com/en/nouvelle-aquitaine/brive-la-gaillarde/restaurant/la-table-d-olivier,"3 rue Saint-Ambroise, Brive-la-Gaillarde, 19100, France"
Le Camélia,1 Star,Bry,France,Modern Cuisine,,€€,https://lecameliadebry.com,https://guide.michelin.com/en/hauts-de-france/bry_1545291/restaurant/le-camelia-1242759,"17 rue de l'Église, Bry, 59144, France"
Calice,1 Star,Béziers,France,Modern Cuisine,,€€€€,https://restaurantcalice.fr/,https://guide.michelin.com/en/occitanie/bziers/restaurant/calice,"30 boulevard Bertrand-Duguesclin, Béziers, 34500, France"
L'Alter-Native,1 Star,Béziers,France,"Modern Cuisine, Seafood",,€€€€,https://www.lalternativegoujon.fr,https://guide.michelin.com/en/occitanie/bziers/restaurant/l-alter-native,"12 rue Boieldieu, Béziers, 34500, France"
Symbiose,1 Star,Cabourg,France,Modern Cuisine,,€€€,https://www.symbiose-cabourg.com/,https://guide.michelin.com/en/normandie/cabourg/restaurant/symbiose-1211835,"7 avenue Jean-Mermoz, Cabourg, 14390, France"
Le Goût du Bonheur - La Fenière,1 Star,Cadenet,France,"Creative, Farm to table",,€€€€,https://www.aubergelafeniere.com,https://guide.michelin.com/en/provence-alpes-cote-dazur/cadenet/restaurant/le-gout-du-bonheur-la-feniere,"1680 route de Lourmarin, Cadenet, 84160, France"
Ivan Vautier,1 Star,Caen,France,Modern Cuisine,,€€€,https://www.ivanvautier.com/,https://guide.michelin.com/en/normandie/caen/restaurant/ivan-vautier,"3 avenue Henry-Chéron, Caen, 14000, France"
La Bastide Bourrelly - Mathias Dandine,1 Star,Calas-Cabriès,France,Provençal,,€€€€,https://labastidebourrelly.com,https://guide.michelin.com/en/provence-alpes-cote-dazur/calas-cabries_1505051/restaurant/la-bastide-bourrelly-mathias-dandine,"Place Albert-Florens, Calas-Cabriès, 13480, France"
Monique,1 Star,Calvisson,France,Modern Cuisine,,€€€€,https://www.monique-restaurant.com,https://guide.michelin.com/en/occitanie/calvisson_1500992/restaurant/monique-1213895,"1 ter impasse du Charron, Calvisson, 30420, France"
La Table Breizh Café,1 Star,Cancale,France,Modern Cuisine,,€€€€,https://www.breizhcafe.com/la-table-breizh-cafe,https://guide.michelin.com/en/bretagne/cancale/restaurant/la-table-breizh-cafe,"7 quai Thomas, Cancale, 35260, France"
La Palme d'Or,1 Star,Cannes,France,Modern Cuisine,,€€€€,https://www.lapalmedor-restaurant.fr/,https://guide.michelin.com/en/provence-alpes-cote-dazur/cannes/restaurant/la-palme-d-or,"Hôtel Martinez, 73 boulevard de la Croisette, Cannes, 06400, France"
Nicolas Carro - Hôtel de Carantec,1 Star,Carantec,France,"Creative, Modern Cuisine",,€€€€,https://www.hotel-carantec.fr/,https://guide.michelin.com/en/bretagne/carantec/restaurant/nicolas-carro,"20 rue du Kelenn, Carantec, 29660, France"
Côté Cuisine,1 Star,Carnac,France,Modern Cuisine,,€€€,https://www.lannroz.fr/fr/restaurant-gastronomique-etoile-carnac-morbihan,https://guide.michelin.com/en/bretagne/carnac/restaurant/cote-cuisine,"36 avenue Zacharie-Le-Rouzic, Carnac, 56340, France"
L'Oursin,1 Star,Carry-le-Rouet,France,Creative,,€€€€,https://www.hotelbleucarry.com,https://guide.michelin.com/en/provence-alpes-cote-dazur/carry-le-rouet_1505150/restaurant/l-oursin,"Hôtel Bleu, 1 boulevard des Moulins, Carry-le-Rouet, 13620, France"
Haut Bonheur de la Table,1 Star,Cassel,France,Modern Cuisine,,€€,https://www.hautbonheurdelatable.com/,https://guide.michelin.com/en/hauts-de-france/cassel/restaurant/haut-bonheur-de-la-table,"18 Grand'Place, Cassel, 59670, France"
Granica,1 Star,Cellettes,France,Modern Cuisine,,€€€,https://www.granica.fr,https://guide.michelin.com/en/centre-val-de-loire/cellettes/restaurant/granica,"10 rue Nationale, Cellettes, 41120, France"
La Table de Chaintré,1 Star,Chaintré,France,Modern Cuisine,,€€€,https://www.latabledechaintre.com,https://guide.michelin.com/en/bourgogne-franche-comte/chaintr/restaurant/la-table-de-chaintre,"72 place du Luminaire, Chaintré, 71570, France"
Radio,1 Star,Chamalières,France,Modern Cuisine,,€€€€,https://www.hotel-radio.fr/,https://guide.michelin.com/en/auvergne-rhone-alpes/chamalires/restaurant/radio10778,"43 avenue Pierre-et-Marie-Curie, Chamalières, 63400, France"
Albert 1er,1 Star,Chamonix Mont-Blanc,France,Modern Cuisine,,€€€€,https://www.hameaualbert.fr,https://guide.michelin.com/en/auvergne-rhone-alpes/chamonix-mont-blanc/restaurant/albert-1er,"Hameau Albert-1er, 38 route du Bouchet, Chamonix Mont-Blanc, 74400, France"
Le Royal,1 Star,Champillon,France,Creative,,€€€€,https://royalchampagne.com/fr/le-royal.html,https://guide.michelin.com/en/grand-est/champillon/restaurant/le-royal,"Hameau de Bellevue, 9 rue de la République, Champillon, 51160, France"
Le Verbois,1 Star,Chantilly,France,Modern Cuisine,,€€€€,https://www.leverbois.fr,https://guide.michelin.com/en/hauts-de-france/chantilly/restaurant/le-verbois,"6 rue la Grande-Folie, à Saint-Maximin, Chantilly, 60740, France"
Le Carré d'Alethius,1 Star,Charmes-sur-Rhône,France,Modern Cuisine,,€€€,https://www.lecarredalethius.com,https://guide.michelin.com/en/auvergne-rhone-alpes/charmes-sur-rhne/restaurant/le-carre-d-alethius,"4 rue Paul-Bertois, Charmes-sur-Rhône, 07800, France"
Lavandin - Château Les Oliviers de Salettes,1 Star,Charols,France,Modern Cuisine,,€€€,https://www.chateaulesoliviersdesalettes.com,https://guide.michelin.com/en/auvergne-rhone-alpes/charols/restaurant/lavandin-chateau-les-oliviers-de-salettes,"1205 route du Château, Charols, 26450, France"
Le Georges,1 Star,Chartres,France,Modern Cuisine,,€€€€,https://www.grand-monarque.com,https://guide.michelin.com/en/centre-val-de-loire/chartres/restaurant/le-georges,"22 place des Épars, Chartres, 28000, France"
Ed.Em,1 Star,Chassagne-Montrachet,France,Modern Cuisine,,€€€,https://restaurant-edem.com/,https://guide.michelin.com/en/bourgogne-franche-comte/chassagne-montrachet/restaurant/ed-em,"4 impasse Chenevottes, Chassagne-Montrachet, 21190, France"
Guy Lassausaie,1 Star,Chasselay,France,Modern Cuisine,,€€€€,https://www.guy-lassausaie.com/,https://guide.michelin.com/en/auvergne-rhone-alpes/chasselay/restaurant/guy-lassausaie,"3 rue de Belle-Sise, Chasselay, 69380, France"
Erre,1 Star,Chassy,France,Creative,,€€€€,https://roncemay.com,https://guide.michelin.com/en/bourgogne-franche-comte/chassy_1527287/restaurant/erre,"Domaine du Roncemay, Chassy, 89110, France"
Château Blanchard,1 Star,Chazelles-sur-Lyon,France,Modern Cuisine,,€€€€,https://www.hotel-chateau-blanchard.com/,https://guide.michelin.com/en/auvergne-rhone-alpes/chazelles-sur-lyon/restaurant/chateau-blanchard,"36 route de Saint-Galmier, Chazelles-sur-Lyon, 42140, France"
Le Pily,1 Star,Cherbourg-en-Cotentin,France,Creative,,€€€,https://www.restaurant-le-pily.com,https://guide.michelin.com/en/normandie/cherbourg-en-cotentin/restaurant/le-pily,"1 rue du Pont-Tournant, Cherbourg-en-Cotentin, 50100, France"
Le Favori - Les Sources de Cheverny,1 Star,Cheverny,France,Modern Cuisine,,€€€€,https://www.sources-hotels.com/valdeloire/restaurants/restaurant-le-favori/,https://guide.michelin.com/en/centre-val-de-loire/cheverny/restaurant/le-favori-les-sources-de-cheverny,"23 route de Fougère, Cheverny, 41700, France"
La Table de Philippe Girardon,1 Star,Chonas-l'Amballan,France,Modern Cuisine,,€€€€,https://www.domaine-de-clairefontaine.fr,https://guide.michelin.com/en/auvergne-rhone-alpes/chonas-l-amballan/restaurant/la-table-de-philippe-girardon,"Domaine de Clairefontaine, 105 chemin des Fontanettes, Chonas-l'Amballan, 38121, France"
Jérôme Feck,1 Star,Châlons-en-Champagne,France,Modern Cuisine,Jérôme Feck,€€€,https://www.hotel-dangleterre.fr/fr/restaurant/,https://guide.michelin.com/en/grand-est/chlons-en-champagne/restaurant/jerome-feck,"19 place Monseigneur-Tissier, Châlons-en-Champagne, 51000, France"
La Bonne Étape,1 Star,Château-Arnoux-Saint-Auban,France,Provençal,,€€€€,https://bonneetape.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/chteau-arnoux/restaurant/la-bonne-etape,"Chemin du Lac, Château-Arnoux-Saint-Auban, 04160, France"
L'Impulsif,1 Star,Châtel-Guyon,France,Creative,,€€€,https://www.limpulsif-restaurant.com,https://guide.michelin.com/en/auvergne-rhone-alpes/chatel-guyon/restaurant/l-impulsif,"19 avenue Baraduc, Châtel-Guyon, 63140, France"
Apicius,1 Star,Clermont-Ferrand,France,Modern Cuisine,,€€€€,https://www.apicius-clermont.com/,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/apicius205570,"Place du Marché-Saint-Pierre (à l'étage), Clermont-Ferrand, 63000, France"
Jean-Claude Leclerc,1 Star,Clermont-Ferrand,France,Modern Cuisine,Jean-Claude Leclerc,€€€€,https://www.restaurant-jcl.com/,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/jean-claude-leclerc,"12 rue Saint-Adjutor, Clermont-Ferrand, 63000, France"
L'Ostal,1 Star,Clermont-Ferrand,France,Creative,,€€€,https://www.lostal-restaurant.fr,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/l-ostal,"16 rue Claussmann, Clermont-Ferrand, 63000, France"
Les Foudres,1 Star,Cognac,France,Modern Cuisine,,€€€€,https://www.chaismonnethotel.com/restaurant,https://guide.michelin.com/en/nouvelle-aquitaine/cognac/restaurant/les-foudres,"Chais Monnet, 50 avenue Paul-Firino-Martell, Cognac, 16100, France"
Notes,1 Star,Cognac,France,Modern Cuisine,,€€€,https://almae-collection.com/lanauve/restaurants/,https://guide.michelin.com/en/nouvelle-aquitaine/cognac/restaurant/notes,"Hôtel La Nauve, 12 rue de la Nauve, Cognac, 16100, France"
La Balette,1 Star,Collioure,France,"Creative, Modern Cuisine",,€€€€,https://www.relaisdestroismas.com,https://guide.michelin.com/en/occitanie/collioure/restaurant/la-balette,"Route de Port-Vendres, Collioure, 66190, France"
L'Atelier du Peintre,1 Star,Colmar,France,Modern Cuisine,,€€€,https://www.atelier-peintre.fr/,https://guide.michelin.com/en/grand-est/colmar/restaurant/l-atelier-du-peintre,"1 rue Schongauer, Colmar, 68000, France"
Restaurant Girardin,1 Star,Colmar,France,Creative,,€€€€,https://www.maisondestetes.com/fr/restaurant-girardin.html,https://guide.michelin.com/en/grand-est/colmar/restaurant/restaurant-girardin,"19 rue des Têtes, Colmar, 68000, France"
Hostellerie la Montagne,1 Star,Colombey-les-Deux-Églises,France,Modern Cuisine,,€€€,https://www.hostellerielamontagne.com,https://guide.michelin.com/en/grand-est/colombey-les-deux-glises/restaurant/hostellerie-la-montagne,"10 rue Pisseloup, Colombey-les-Deux-Églises, 52330, France"
Granit - La Mécanique des Frères Bonano,1 Star,Colombières-sur-Orb,France,Modern Cuisine,,€€€€,https://www.lamecaniquedesfreresbonano.fr/,https://guide.michelin.com/en/occitanie/colombires-sur-orb/restaurant/granit,"Lieu-dit La Mécanique, Colombières-sur-Orb, 34390, France"
Maison Pellestor Veyrier,1 Star,Colomiers,France,Modern Cuisine,,€€€€,https://maisonpellestorveyrier.com,https://guide.michelin.com/en/occitanie/colomiers/restaurant/maison-pellestor-veyrier,"28 chemin de Gramont, Colomiers, 31770, France"
La Cheneaudière - Le Feuillage,1 Star,Colroy-la-Roche,France,Creative,,€€€€,https://www.cheneaudiere.com/,https://guide.michelin.com/en/grand-est/colroy-la-roche/restaurant/la-cheneaudiere-le-feuillage,"3 rue du Vieux-Moulin, Colroy-la-Roche, 67420, France"
Les Trois Rochers,1 Star,Combrit,France,Modern Cuisine,,€€€,https://www.trimen.fr,https://guide.michelin.com/en/bretagne/combrit/restaurant/les-trois-rochers,"16 rue du Phare, à Sainte-Marine, Combrit, 29120, France"
Émilie & Thomas - Moulin de Cambelong,1 Star,Conques-en-Rouergue,France,Modern Cuisine,,€€€,https://www.moulindecambelong.com,https://guide.michelin.com/en/occitanie/conques/restaurant/emilie-thomas-moulin-de-cambelong,"61 lieu-dit Cambelong, Conques-en-Rouergue, 12320, France"
Asterales,1 Star,Corrençon-en-Vercors,France,Modern Cuisine,,€€€,https://www.hotel-du-golf-vercors.fr/lhotel-2-2-2/,https://guide.michelin.com/en/auvergne-rhone-alpes/correnon-en-vercors/restaurant/asterales,"Hôtel du Golf, Les Ritons, 784 route du Clos-de-la-Balme, Corrençon-en-Vercors, 38250, France"
Auberge de la Brie,1 Star,Couilly-Pont-aux-Dames,France,Modern Cuisine,,€€€,https://www.aubergedelabrie.net,https://guide.michelin.com/en/ile-de-france/couilly-pont-aux-dames/restaurant/auberge-de-la-brie,"14 avenue Alphonse-Boulingre, Couilly-Pont-aux-Dames, 77860, France"
Château de Courban,1 Star,Courban,France,Modern Cuisine,,€€€€,https://chateaudecourban.com,https://guide.michelin.com/en/bourgogne-franche-comte/courban/restaurant/chateau-de-courban,"7 rue du Lavoir, Courban, 21520, France"
La Table de Courcelles - Château de Courcelles,1 Star,Courcelles-sur-Vesle,France,Modern Cuisine,,€€€€,http://www.chateau-de-courcelles.fr,https://guide.michelin.com/en/hauts-de-france/courcelles-sur-vesle/restaurant/la-table-de-courcelles-chateau-de-courcelles,"8 rue du Château, Courcelles-sur-Vesle, 02220, France"
Alpage,1 Star,Courchevel,France,Modern Cuisine,,€€€€,https://www.annapurna-courchevel.com/fr/restaurant-alpage.html,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/alpage,"Annapurna, 734 route de l'Altiport, Courchevel 1850, Courchevel, 73120, France"
L'Altitude,1 Star,Courchevel,France,Classic Cuisine,,€€€€,https://www.lek2altitude.com/fr/deguster/l-altitude.html,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/l-altitude,"Le K2 Altitude, 356 route de l'Altiport, Courchevel 1850, Courchevel, 73120, France"
Le Chabichou by Stéphane Buron,1 Star,Courchevel,France,Modern Cuisine,Stéphane Buron,€€€€,https://www.chabichou-courchevel.com,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/le-chabichou-by-stephane-buron,"90 rue des Chenus, Courchevel 1850, Courchevel, 73120, France"
Le Farçon,1 Star,Courchevel,France,Modern Cuisine,,€€€€,https://www.lefarcon.fr/,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/le-farcon,"Immeuble Kalinka, La Tania, Courchevel, 73120, France"
Arborescence,1 Star,Croix,France,"Creative, Modern Cuisine",,€€€€,https://www.r-arborescence.com,https://guide.michelin.com/en/hauts-de-france/croix/restaurant/arborescence,"76 rue de la Gare, Croix, 59170, France"
La Petite Maison de Cucuron,1 Star,Cucuron,France,Classic Cuisine,,€€€,https://www.lapetitemaisondecucuron.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/cucuron/restaurant/la-petite-maison-de-cucuron,"Place de l'Étang, Cucuron, 84160, France"
Fario,1 Star,Céret,France,Modern Cuisine,,€€€€,https://www.farioceret.fr,https://guide.michelin.com/en/occitanie/cret/restaurant/fario-1215907,"12 rue Saint-Ferréol, Céret, 66400, France"
Le Pot d'Étain,1 Star,Danjoutin,France,Modern Cuisine,,€€€,https://www.restaurant-potdetain.fr/,https://guide.michelin.com/en/bourgogne-franche-comte/danjoutin/restaurant/le-pot-d-etain,"4 avenue de la République, Danjoutin, 90400, France"
L'Essentiel,1 Star,Deauville,France,"Modern Cuisine, Creative",,€€€,https://www.lessentieldeauville.com,https://guide.michelin.com/en/normandie/deauville/restaurant/l-essentiel255041,"29 rue Mirabeau, Deauville, 14800, France"
Maximin Hellio,1 Star,Deauville,France,Modern Cuisine,,€€€€,https://www.maximinhellio.fr,https://guide.michelin.com/en/normandie/deauville/restaurant/maximin-hellio,"64 rue Gambetta, Deauville, 14800, France"
Les Voiles d'Or,1 Star,Dieppe,France,"Modern Cuisine, Seafood",,€€€,https://www.lesvoilesdor.fr,https://guide.michelin.com/en/normandie/dieppe/restaurant/les-voiles-d-or,"2 chemin de la Falaise, à Neuville-lès-Dieppe, Dieppe, 76200, France"
CIBO,1 Star,Dijon,France,Modern Cuisine,,€€€€,https://www.cibo.restaurant,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/cibo,"24 rue Jeannin, Dijon, 21000, France"
L'Aspérule,1 Star,Dijon,France,Modern Cuisine,,€€€,https://restaurant-asperule.fr/,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/l-asperule,"43 rue Jean-Jacques-Rousseau, Dijon, 21000, France"
La Maison des Cariatides,1 Star,Dijon,France,Modern Cuisine,,€€€,https://www.maisondescariatides.com,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/la-maison-des-cariatides,"28 rue Chaudronnerie, Dijon, 21000, France"
Loiseau des Ducs,1 Star,Dijon,France,Modern Cuisine,,€€€,https://www.bernard-loiseau.com/,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/loiseau-des-ducs,"3 rue Vauban, Dijon, 21000, France"
Origine,1 Star,Dijon,France,Creative,,€€€€,https://restaurantorigine.fr,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/stephane-derbord,"10 place du Président-Wilson, Dijon, 21000, France"
Pourquoi Pas,1 Star,Dinard,France,Modern Cuisine,,€€€€,https://www.castelbrac.com/,https://guide.michelin.com/en/bretagne/dinard/restaurant/pourquoi-pas,"Hôtel Castelbrac, 17 avenue George-V, Dinard, 35800, France"
La Chaumière,1 Star,Dole,France,Modern Cuisine,,€€€€,https://www.lachaumiere-dole.fr,https://guide.michelin.com/en/bourgogne-franche-comte/dole/restaurant/la-chaumiere11044,"346 avenue du Maréchal-Juin, Dole, 39100, France"
Ô Flaveurs,1 Star,Douvaine,France,Modern Cuisine,,€€€€,http://www.oflaveurs.com,https://guide.michelin.com/en/auvergne-rhone-alpes/douvaine/restaurant/o-flaveurs,"Château de Chilly, 42 route du Crépy, Douvaine, 74140, France"
Au Gourmet,1 Star,Drusenheim,France,Modern Cuisine,,€€€,https://www.au-gourmet.fr/,https://guide.michelin.com/en/grand-est/drusenheim/restaurant/au-gourmet,"4 route de Herrlisheim, Drusenheim, 67410, France"
L'Orchidée,1 Star,Ensisheim,France,Thai,,€€€€,https://www.hotelrestaurant-lorchidee.fr,https://guide.michelin.com/en/grand-est/ensisheim/restaurant/l-orchidee,"47 rue de la 1ère Armée-Française, Ensisheim, 68190, France"
Les Ducs de Lorraine,1 Star,Epinal,France,Modern Cuisine,,€€€€,https://www.restaurant-ducsdelorraine.com/,https://guide.michelin.com/en/grand-est/pinal/restaurant/les-ducs-de-lorraine,"5 avenue de Provence, Epinal, 88000, France"
Choko Ona,1 Star,Espelette,France,"Modern Cuisine, Creative",,€€€,https://choko-ona.fr/,https://guide.michelin.com/en/nouvelle-aquitaine/espelette/restaurant/choko-ona,"155 rue Xerrendako-Bidea, Espelette, 64250, France"
L'Orangerie,1 Star,Eugénie-les-Bains,France,Classic Cuisine,,€€€€,https://lespresdeugenie.com/les-tables/lorangerie/,https://guide.michelin.com/en/nouvelle-aquitaine/eugnie-les-bains/restaurant/l-orangerie-1209337,"Place de l'Impératrice, Eugénie-les-Bains, 40320, France"
Toya,1 Star,Faulquemont,France,Creative,,€€€€,https://toya-restaurant.fr/,https://guide.michelin.com/en/grand-est/faulquemont/restaurant/toya,"Avenue Jean-Monnet, Faulquemont, 57380, France"
Chez Jeannette,1 Star,Flassans-sur-Issole,France,Modern Cuisine,,€€€€,https://www.peyrassol.com/restaurants-hebergements/restaurants/chez-jeannette/,https://guide.michelin.com/en/provence-alpes-cote-dazur/flassans-sur-issole_1505557/restaurant/chez-jeannette,"1204 chemin de la Commanderie-de-Peyrassol, Flassans-sur-Issole, 83340, France"
