Name,Stars,City,Country,Cuisine,Chef,Price,Website,Michelin Guide page,Address
Le Jardin de Berne,1 Star,Flayosc,France,Modern Cuisine,,€€€€,https://www.chateauberne.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/flayosc/restaurant/le-jardin-de-berne,"Château de Berne, chemin des Imberts, Flayosc, 83780, France"
Auberge du Cep,1 Star,Fleurie,France,Modern Cuisine,,€€€,https://aubergeducep.com,https://guide.michelin.com/en/auvergne-rhone-alpes/fleurie/restaurant/auberge-du-cep,"11 rue des Quatre-Vents, Fleurie, 69820, France"
Holodeck,1 Star,Floressas,France,Modern Cuisine,,€€€,https://chambert.com/,https://guide.michelin.com/en/occitanie/floressas_1492997/restaurant/holodeck,"Château de Chambert, lieu-dit Chambert, Floressas, 46700, France"
L'Opidom,1 Star,Fondettes,France,"Creative, Modern Cuisine",,€€€,https://www.lopidom.fr,https://guide.michelin.com/en/centre-val-de-loire/fondettes/restaurant/l-opidom,"4 quai de la Guignière, Fondettes, 37230, France"
L'Axel,1 Star,Fontainebleau,France,Modern Cuisine,,€€€€,https://www.laxel-restaurant.com/,https://guide.michelin.com/en/ile-de-france/fontainebleau/restaurant/l-axel,"43 rue de France, Fontainebleau, 77300, France"
Fontevraud L'Ermitage,1 Star,Fontevraud-l'Abbaye,France,Creative,,€€€€,https://www.fontevraud.fr,https://guide.michelin.com/en/pays-de-la-loire/fontevraud-l-abbaye/restaurant/fontevraud-l-ermitage,"38 rue Saint-Jean-de-l'Habit, Fontevraud-l'Abbaye, 49590, France"
L'O des Vignes,1 Star,Fuissé,France,Modern Cuisine,,€€€,https://lodesvignes.fr,https://guide.michelin.com/en/bourgogne-franche-comte/fuiss/restaurant/l-o-des-vignes,"129 rue du Bourg, Fuissé, 71960, France"
Ruche,1 Star,Gambais,France,Creative,,€€€,http://www.domainelesbruyeres.com,https://guide.michelin.com/en/ile-de-france/gambais/restaurant/ruche,"Domaine les Bruyères, 251 avenue de Neuville, Gambais, 78950, France"
La Table d'Hôtes - La Rôtisserie du Chambertin,1 Star,Gevrey-Chambertin,France,Modern Cuisine,,€€€€,https://www.rotisserie-chambertin.com/la-table-dhote/,https://guide.michelin.com/en/bourgogne-franche-comte/gevrey-chambertin/restaurant/la-table-dhotes-la-rotisserie-du-chambertin,"6 rue du Chambertin, Gevrey-Chambertin, 21220, France"
Côté Jardin,1 Star,Gien,France,"Creative, Modern Cuisine",,€€€,https://www.cotejardin45.fr,https://guide.michelin.com/en/centre-val-de-loire/gien/restaurant/cote-jardin,"14 avenue de Bourges, Gien, 45500, France"
L'Oustalet,1 Star,Gigondas,France,Modern Cuisine,,€€€,https://loustalet-gigondas.fr,https://guide.michelin.com/en/provence-alpes-cote-dazur/gigondas/restaurant/l-oustalet,"5 place Gabrielle-Andéol, Gigondas, 84190, France"
Le Jardin des Plumes,1 Star,Giverny,France,Creative,,€€€€,https://www.jardindesplumes.fr,https://guide.michelin.com/en/normandie/giverny/restaurant/le-jardin-des-plumes,"1 rue du Milieu, Giverny, 27620, France"
Le Kléber - La Maison Bonnet,1 Star,Grane,France,Modern Cuisine,,€€€,https://www.lamaisonbonnet.fr,https://guide.michelin.com/en/auvergne-rhone-alpes/grane/restaurant/le-kleber-la-maison-bonnet,"2 place du Champ-de-Mars, Grane, 26400, France"
Les Cèdres,1 Star,Granges-les-Beaumont,France,Classic Cuisine,,€€€€,https://www.restaurantlescedres.fr,https://guide.michelin.com/en/auvergne-rhone-alpes/granges-les-beaumont/restaurant/les-cedres,"25 rue Henri-Machon, Granges-les-Beaumont, 26600, France"
Maison Fantin Latour - Stéphane Froidevaux,1 Star,Grenoble,France,"Modern Cuisine, Creative",Stéphane Froidevaux,€€€€,https://www.maisonfantinlatour.fr/,https://guide.michelin.com/en/auvergne-rhone-alpes/grenoble/restaurant/maison-fantin-latour-stephane-froidevaux,"1 rue Général-de-Beylie, Grenoble, 38000, France"
Le Clair de la Plume,1 Star,Grignan,France,Modern Cuisine,,€€€€,https://www.clairplume.com,https://guide.michelin.com/en/auvergne-rhone-alpes/grignan/restaurant/le-clair-de-la-plume,"2 place du Mail, Grignan, 26230, France"
Maison Tiegezh,1 Star,Guer,France,Modern Cuisine,,€€€,https://maisontiegezh.fr/,https://guide.michelin.com/en/bretagne/guer/restaurant/maison-tiegezh,"7 place de la Gare, Guer, 56380, France"
Briketenia,1 Star,Guéthary,France,Modern Cuisine,,€€€,https://www.briketenia.com/fr/restaurant-briketenia.html/fr/,https://guide.michelin.com/en/nouvelle-aquitaine/guthary/restaurant/briketenia,"142 rue de l'Église, Guéthary, 64210, France"
La Magdeleine - Mathias Dandine,1 Star,Gémenos,France,Mediterranean Cuisine,,€€€€,https://relais-magdeleine.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/gmenos/restaurant/la-magdeleine-mathias-dandine,"2 rond-point des Charrons, Gémenos, 13420, France"
Quai des Saveurs,1 Star,Hagondange,France,Modern Cuisine,,€€€€,https://www.quaidessaveurs.com/,https://guide.michelin.com/en/grand-est/hagondange/restaurant/quai-des-saveurs,"69 rue de la Gare, Hagondange, 57300, France"
La Maison de Pierre,1 Star,Hasparren,France,Modern Cuisine,,€€€,https://www.lamaisondepierre.fr,https://guide.michelin.com/en/nouvelle-aquitaine/hasparren/restaurant/la-maison-de-pierre,"Hôtel Berria, 68 rue Francis-Jammes, Hasparren, 64240, France"
Mont Blanc Restaurant & Goûter,1 Star,Hauteluce,France,Modern Cuisine,,€€€€,https://www.montblanc-restaurant.com,https://guide.michelin.com/en/auvergne-rhone-alpes/hauteluce/restaurant/mont-blanc-restaurant-gouter,"16 rue de la Voûte, Hauteluce, 73620, France"
Maison Avoise,1 Star,Issy-les-Moulineaux,France,Modern Cuisine,,€€€,http://www.maisonavoise.com,https://guide.michelin.com/en/ile-de-france/issy-les-moulineaux/restaurant/maison-avoise,"58 promenade du Verger, Issy-les-Moulineaux, 92130, France"
La Table de Xavier Mathieu,1 Star,Joucas,France,"Modern Cuisine, Mediterranean Cuisine",,€€€€,https://www.lephebus.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/joucas/restaurant/la-table-de-xavier-mathieu,"Le Phébus, 508 route de Murs, Joucas, 84220, France"
La Passagère - Hôtel Belles Rives,1 Star,Juan-les-Pins,France,Creative,,€€€€,https://la-passagere.com/fr/,https://guide.michelin.com/en/provence-alpes-cote-dazur/juan-les-pins/restaurant/la-passagere,"33 boulevard Édouard-Baudoin, Juan-les-Pins, 06160, France"
Alchémille,1 Star,Kaysersberg,France,Creative,,€€€€,https://www.alchemille.alsace/,https://guide.michelin.com/en/grand-est/kaysersberg/restaurant/l-alchemille,"53 route de Lapoutroie, Kaysersberg, 68240, France"
L'Inattendu - Domaine de Locguénolé,1 Star,Kervignac,France,"Modern Cuisine, Creative",,€€€€,https://www.domaine-locguenole.com/restaurants-bars-restaurant-gastronomique-bretagne/linattendu-restaurant-gastronomique-morbihan/,https://guide.michelin.com/en/bretagne/kervignac/restaurant/l-inattendu-domaine-de-locguenole,"Route de Port-Louis, Le Hingair, Kervignac, 56700, France"
Le Vivier,1 Star,L'Isle-sur-la-Sorgue,France,Modern Cuisine,,€€€,https://www.levivier-restaurant.com,https://guide.michelin.com/en/provence-alpes-cote-dazur/l-isle-sur-la-sorgue/restaurant/le-vivier3857,"800 cours Fernande-Peyre, L'Isle-sur-la-Sorgue, 84800, France"
Couleurs de Shimatani,1 Star,La Ciotat,France,Fusion,,€€€€,https://www.shimatani.fr/,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-ciotat/restaurant/couleurs-de-shimatani,"35 rue Edgar-Quinet, La Ciotat, 13600, France"
La Table de Nans,1 Star,La Ciotat,France,Mediterranean Cuisine,,€€€€,https://www.latabledenans.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-ciotat/restaurant/la-table-de-nans,"126 corniche du Liouquet, La Ciotat, 13600, France"
Le Cin5 - Au Cœur du Village,1 Star,La Clusaz,France,Creative,,€€€€,https://www.hotel-aucoeurduvillage.fr/restauration/le-cinq,https://guide.michelin.com/en/auvergne-rhone-alpes/la-clusaz/restaurant/le-cinq,"26 montée du Château, La Clusaz, 74220, France"
Alain Llorca,1 Star,La Colle-sur-Loup,France,Provençal,Alain Llorca,€€€€,https://www.alainllorca.com,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-colle-sur-loup/restaurant/alain-llorca,"350 route de Saint-Paul, La Colle-sur-Loup, 06480, France"
La Palmeraie - Château de Valmer,1 Star,La Croix-Valmer,France,Modern Cuisine,,€€€€,https://www.chateauvalmer.com,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-croix-valmer/restaurant/la-palmeraie,"81 boulevard de Gigaro, La Croix-Valmer, 83420, France"
Auberge de la Mine,1 Star,La Ferrière-aux-Étangs,France,Classic Cuisine,,€€€,https://www.aubergedelamine.com,https://guide.michelin.com/en/normandie/la-ferrire-aux-tangs/restaurant/auberge-de-la-mine,"8 rue de Champsecret, La Ferrière-aux-Étangs, 61450, France"
L'Écailler,1 Star,La Flotte,France,"Modern Cuisine, Seafood",,€€€,https://www.lecaillerlaflotte.fr/,https://guide.michelin.com/en/nouvelle-aquitaine/la-flotte/restaurant/l-ecailler,"3 quai de Sénac, La Flotte, 17630, France"
Les Reflets,1 Star,La Roche-sur-Yon,France,Modern Cuisine,,€€€,https://www.restaurantlesreflets.fr/,https://guide.michelin.com/en/pays-de-la-loire/la-roche-sur-yon/restaurant/les-reflets,"227 rue Roger-Salengro, La Roche-sur-Yon, 85000, France"
Auberge Frankenbourg,1 Star,La Vancelle,France,Modern Cuisine,,€€€,https://www.frankenbourg.com,https://guide.michelin.com/en/grand-est/la-vancelle/restaurant/auberge-frankenbourg,"13 rue du Général-de-Gaulle, La Vancelle, 67730, France"
Le Jardin Secret,1 Star,La Wantzenau,France,Modern Cuisine,,€€€€,https://www.restaurant-jardinsecret.fr,https://guide.michelin.com/en/grand-est/la-wantzenau/restaurant/le-jardin-secret,"32 rue de la Gare, La Wantzenau, 67610, France"
Le Relais de la Poste,1 Star,La Wantzenau,France,Modern Cuisine,,€€€€,https://www.relais-poste.com,https://guide.michelin.com/en/grand-est/la-wantzenau/restaurant/relais-de-la-poste,"21 rue du Général-de-Gaulle, La Wantzenau, 67610, France"
Château de la Treyne,1 Star,Lacave,France,Modern Cuisine,,€€€€,https://www.chateaudelatreyne.com/,https://guide.michelin.com/en/occitanie/lacave/restaurant/chateau-de-la-treyne,"3135 route des Deux-Châteaux, Lacave, 46200, France"
Le Suquet - Sébastien Bras,1 Star,Laguiole,France,Creative,Sébastien Bras,€€€€,https://www.bras.fr,https://guide.michelin.com/en/occitanie/laguiole/restaurant/le-suquet-sebastien-bras,"Route de l'Aubrac, Laguiole, 12210, France"
Chez Michèle,1 Star,Languimberg,France,Modern Cuisine,,€€€€,https://www.chezmichele.fr,https://guide.michelin.com/en/grand-est/languimberg/restaurant/chez-michele,"57 rue Principale, Languimberg, 57810, France"
L'Anthocyane,1 Star,Lannion,France,Modern Cuisine,,€€€,https://www.lanthocyane.com,https://guide.michelin.com/en/bretagne/lannion/restaurant/l-anthocyane,"25 avenue Ernest-Renan, Lannion, 22300, France"
Le Puits du Trésor,1 Star,Lastours,France,Modern Cuisine,,€€€,https://lepuitsdutresor.com,https://guide.michelin.com/en/occitanie/lastours/restaurant/le-puits-du-tresor,"21 route des Quatre-Châteaux, Lastours, 11600, France"
Auberge de la Forge,1 Star,Lavalette,France,Modern Cuisine,,€€€,https://laubergedelaforge.com,https://guide.michelin.com/en/occitanie/lavalette/restaurant/auberge-de-la-forge,"8 rue Jean-Parisot, Lavalette, 31590, France"
Atmosphères,1 Star,Le Bourget-du-Lac,France,Creative,,€€€€,https://www.atmospheres-hotel.com,https://guide.michelin.com/en/auvergne-rhone-alpes/le-bourget-du-lac/restaurant/atmospheres,"618 route des Tournelles, Le Bourget-du-Lac, 73370, France"
Lamartine,1 Star,Le Bourget-du-Lac,France,Modern Cuisine,,€€€€,https://www.lamartine-marin.com,https://guide.michelin.com/en/auvergne-rhone-alpes/le-bourget-du-lac/restaurant/lamartine,"3132 route du Tunnel, Bourdeau, Le Bourget-du-Lac, 73370, France"
Origines,1 Star,Le Broc,France,"Creative, Modern Cuisine",,€€€€,https://restaurant-origines.fr/,https://guide.michelin.com/en/auvergne-rhone-alpes/le-broc/restaurant/origines,"Rue du Clos-de-la-Chaux, Le Broc, 63500, France"
Jean-Luc Tartarin,1 Star,Le Havre,France,"Creative, Modern Cuisine",Jean-Luc Tartarin,€€€€,https://www.jeanluc-tartarin.com,https://guide.michelin.com/en/normandie/le-havre/restaurant/jean-luc-tartarin,"73 avenue Foch, Le Havre, 76600, France"
L'Oursin - Hôtel Les Roches,1 Star,Le Lavandou,France,Mediterranean Cuisine,,€€€€,https://www.hotellesroches.com/restaurant-gastronomique/,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-lavandou/restaurant/l-oursin-hotel-les-roches,"1 avenue des 3-Dauphins, Le Lavandou, 83980, France"
L'Auberge de Bagatelle,1 Star,Le Mans,France,Modern Cuisine,,€€€,https://www.aubergedebagatelle.fr/,https://guide.michelin.com/en/pays-de-la-loire/le-mans/restaurant/l-auberge-de-bagatelle,"489 avenue Bollée, Le Mans, 72000, France"
La Promenade - Maison Dallais,1 Star,Le Petit-Pressigny,France,Modern Cuisine,,€€€,https://www.restaurantdallaislapromenade.com,https://guide.michelin.com/en/centre-val-de-loire/le-petit-pressigny/restaurant/la-promenade-maison-dallais,"11 rue du Savoureulx, Le Petit-Pressigny, 37350, France"
La Table de l'Orangerie - Château de Fonscolombe,1 Star,Le Puy-Sainte-Réparade,France,Modern Cuisine,,€€€€,https://www.fonscolombe.fr/,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-puy-sainte-rparade/restaurant/la-table-de-l-orangerie-chateau-de-fonscolombe,"Route de Saint-Canadet, Le Puy-Sainte-Réparade, 13610, France"
Le Pavillon - Hôtel Westminster,1 Star,Le Touquet-Paris-Plage,France,Creative,,€€€€,http://www.hotelsbarriere.com/le-touquet-paris-plage/le-westminster/restaurants-et-bars/le-pavillon,https://guide.michelin.com/en/hauts-de-france/le-touquet-paris-plage/restaurant/le-pavillon9000,"Avenue du Verger, Le Touquet-Paris-Plage, 62520, France"
Cheval Blanc,1 Star,Lembach,France,Modern Cuisine,,€€€€,https://www.cheval-blanc-lembach.fr/,https://guide.michelin.com/en/grand-est/lembach/restaurant/cheval-blanc-4111,"4 rue de Wissembourg, Lembach, 67510, France"
Le Relais des Moines,1 Star,Les Arcs,France,Modern Cuisine,,€€€€,https://www.lerelaisdesmoines.com,https://guide.michelin.com/en/provence-alpes-cote-dazur/les-arcs/restaurant/le-relais-des-moines,"Route de Sainte-Roseline, Les Arcs, 83460, France"
L'Aupiho - Domaine de Manville,1 Star,Les Baux-de-Provence,France,Modern Cuisine,,€€€€,https://www.domainedemanville.fr/,https://guide.michelin.com/en/provence-alpes-cote-dazur/les-baux-de-provence/restaurant/l-aupiho,"Route de la Terre-des-Baux, Les Baux-de-Provence, 13520, France"
Le 1862 - Les Glycines,1 Star,Les Eyzies-de-Tayac-Sireuil,France,Modern Cuisine,,€€€€,https://www.les-glycines-dordogne.com,https://guide.michelin.com/en/nouvelle-aquitaine/les-eyzies-de-tayac/restaurant/le-1862,"4 avenue de Laugerie, Les Eyzies-de-Tayac-Sireuil, 24620, France"
L'Abissiou,1 Star,Les Sables d’Olonne,France,Modern Cuisine,,€€€€,https://www.labissiou.fr,https://guide.michelin.com/en/pays-de-la-loire/les-sables-d-olonne/restaurant/l-abissiou,"81 rue des Halles, Les Sables d’Olonne, 85100, France"
Le 1201 - Abbaye de Villeneuve,1 Star,Les Sorinières,France,Modern Cuisine,,€€€€,https://www.abbayedevilleneuve.com/restaurant/,https://guide.michelin.com/en/pays-de-la-loire/les-sorinieres/restaurant/le-1201-abbaye-de-villeneuve,"Lieu-dit Villeneuve, Les Sorinières, 44840, France"
Likoké,1 Star,Les Vans,France,Creative,,€€€€,https://www.likoke.fr/,https://guide.michelin.com/en/auvergne-rhone-alpes/les-vans/restaurant/likoke,"33 route de Païolive, Les Vans, 07140, France"
Le Grand Cap,1 Star,Leucate,France,Modern Cuisine,,€€€,https://www.restaurant-grand-cap.fr/,https://guide.michelin.com/en/occitanie/leucate/restaurant/le-grand-cap,"Chemin du Phare, Leucate, 11370, France"
Table de Levernois,1 Star,Levernois,France,Modern Cuisine,,€€€€,https://www.levernois.com,https://guide.michelin.com/en/bourgogne-franche-comte/levernois/restaurant/table-de-levernois,"Hostellerie de Levernois, 15 rue du Golf, Levernois, 21200, France"
Ginko,1 Star,Lille,France,Modern Cuisine,,€€€,https://www.ginkorestaurant.fr,https://guide.michelin.com/en/hauts-de-france/lille/restaurant/ginko,"70 rue de l'Hôpital-Militaire, Lille, 59000, France"
Le Restaurant du Cerisier,1 Star,Lille,France,Creative,,€€€€,https://www.lecerisier.com,https://guide.michelin.com/en/hauts-de-france/lille/restaurant/le-restaurant-du-cerisier,"14 avenue du Peuple-Belge, Lille, 59000, France"
Pureté,1 Star,Lille,France,"Modern Cuisine, Creative",,€€€,https://www.restaurant-purete.com,https://guide.michelin.com/en/hauts-de-france/lille/restaurant/purete,"79 rue de la Monnaie, Lille, 59000, France"
Arbore & Sens,1 Star,Loches,France,"Modern Cuisine, Creative",,€€€,https://restaurant-arbore-et-sens.fr/,https://guide.michelin.com/en/centre-val-de-loire/loches/restaurant/arbore-sens,"22 rue Balzac, Loches, 37600, France"
Bruno,1 Star,Lorgues,France,Classic Cuisine,,€€€€,https://www.restaurantbruno.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/lorgues/restaurant/bruno,"2350 route des Arcs, Lorgues, 83510, France"
Louise,1 Star,Lorient,France,Modern Cuisine,,€€€,https://www.restaurantlouise.fr,https://guide.michelin.com/en/bretagne/lorient/restaurant/louise1000376,"4 rue Léo-le-Bourgo, Lorient, 56100, France"
Le Prince Noir - Vivien Durand,1 Star,Lormont,France,Modern Cuisine,,€€€€,https://www.leprincenoir-restaurant.com,https://guide.michelin.com/en/nouvelle-aquitaine/lormont/restaurant/le-prince-noir-vivien-durand,"1 rue du Prince-Noir, Lormont, 33310, France"
L'Auberge de Lucinges,1 Star,Lucinges,France,Modern Cuisine,,€€€€,https://www.laubergedelucinges.fr,https://guide.michelin.com/en/auvergne-rhone-alpes/lucinges/restaurant/l-auberge-de-lucinges,"67 place de l'Église, Lucinges, 74380, France"
A Casa di Mà,1 Star,Lumio,France,Modern Cuisine,,€€€€,https://www.acasadima.com/,https://guide.michelin.com/en/corse/lumio/restaurant/a-casa-di-ma,"Route de Calvi, Lumio, 20260, France"
Château d'Adoménil,1 Star,Lunéville,France,Modern Cuisine,,€€€€,https://www.adomenil.com,https://guide.michelin.com/en/grand-est/lunville/restaurant/chateau-d-adomenil,"7 route Mathieu-de-la-Haye - Adoménil-Rehainviller, Lunéville, 54300, France"
Au 14 Février,1 Star,Lyon,France,Creative,,€€€€,https://www.ly-au14fevrier.com/,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/au-14-fevrier281900,"36 rue du Bœuf, Lyon, 69005, France"
Burgundy by Matthieu,1 Star,Lyon,France,Modern Cuisine,Burgundy by Matthieu,€€€€,https://www.burgundybym.fr/,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/burgundy-by-mathieu,"24 quai Saint-Antoine, Lyon, 69002, France"
Circle,1 Star,Lyon,France,Creative,,€€€,https://circlelyon.fr,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/circle,"11 rue Chavanne, Lyon, 69001, France"
L'Atelier des Augustins,1 Star,Lyon,France,Modern Cuisine,,€€€€,https://latelierdesaugustins.com,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/l-atelier-des-augustins,"17 rue Hippolyte-Flandrin, Lyon, 69001, France"
Les Loges,1 Star,Lyon,France,Modern Cuisine,,€€€€,https://courdesloges.com,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/les-loges,"Cour des Loges, 6 rue du Bœuf, Lyon, 69005, France"
Miraflores,1 Star,Lyon,France,Peruvian,,€€€€,https://www.restaurant-miraflores.com,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/miraflores-1190862,"112 boulevard des Belges, Lyon, 69006, France"
Ombellule,1 Star,Lyon,France,Creative,,€€€€,https://www.ombellule.fr/,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/ombellule,"36 cours Franklin-Roosevelt, Lyon, 69006, France"
Prairial,1 Star,Lyon,France,Creative,,€€€€,https://www.prairial-restaurant.fr,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/prairial,"1 place Hubert-Mounier, Lyon, 69002, France"
Rustique,1 Star,Lyon,France,Creative,,€€€€,https://www.rustiquelyon.fr,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/rustique,"14 rue d'Enghien, Lyon, 69002, France"
Têtedoie,1 Star,Lyon,France,Modern Cuisine,,€€€€,https://tetedoie.com/,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/tetedoie,"4 rue Professeur-Pierre-Marion, Lyon, 69005, France"
La Licorne Royale,1 Star,Lyons-la-Forêt,France,Modern Cuisine,,€€€€,https://www.hotel-licorne.com,https://guide.michelin.com/en/normandie/lyons-la-fort/restaurant/la-licorne-royale,"27 place Isaac-Benserade, Lyons-la-Forêt, 27480, France"
Le Refuge des Gourmets,1 Star,Machilly,France,Modern Cuisine,,€€€€,https://www.refugedesgourmets.com/,https://guide.michelin.com/en/auvergne-rhone-alpes/machilly/restaurant/le-refuge-des-gourmets,"90 route des Framboises, Machilly, 74140, France"
Relais de la Poste,1 Star,Magescq,France,Classic Cuisine,,€€€€,https://www.relaisposte.com,https://guide.michelin.com/en/nouvelle-aquitaine/magescq/restaurant/relais-de-la-poste11709,"24 avenue de Maremne, Magescq, 40140, France"
Le Colombier,1 Star,Malataverne,France,"Creative, Modern Cuisine",,€€€€,https://www.domaine-colombier.com/,https://guide.michelin.com/en/auvergne-rhone-alpes/malataverne/restaurant/le-colombier,"270 chemin de Malombre, Malataverne, 26780, France"
Le Bon Accueil,1 Star,Malbuisson,France,Modern Cuisine,,€€€,https://www.le-bon-accueil.fr,https://guide.michelin.com/en/bourgogne-franche-comte/malbuisson/restaurant/le-bon-accueil4521,"1 chemin de la Grande-Source, Malbuisson, 25160, France"
Alexis Baudin,1 Star,Malling,France,Modern Cuisine,,€€€,https://alexisbaudin.fr,https://guide.michelin.com/en/grand-est/malling/restaurant/alexis-baudin,"11 route Nationale, Petite-Hettange, Malling, 57480, France"
Bessem,1 Star,Mandelieu-La Napoule,France,Mediterranean Cuisine,,€€€€,https://www.bessem-restaurant.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/mandelieu-la-napoule/restaurant/bessem,"183 avenue de la République, Mandelieu-La Napoule, 06210, France"
Le Feuillée - Le Couvent des Minimes,1 Star,Mane,France,Modern Cuisine,,€€€€,https://www.couventdesminimes-hotelspa.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/mane/restaurant/le-feuillee-le-couvent-des-minimes,"Chemin des Jeux-de-Maï, Mane, 04300, France"
Restaurant Pierre Grein,1 Star,Manosque,France,"Modern Cuisine, Provençal",,€€€€,https://restaurantpierregrein.fr/,https://guide.michelin.com/en/provence-alpes-cote-dazur/manosque/restaurant/restaurant-pierre-grein,"180 avenue Régis-Ryckebusch, Manosque, 04100, France"
Maison Desamy,1 Star,Mareuil-sur-Lay-Dissais,France,Modern Cuisine,,€€€,https://www.restaurant-maisondesamy.fr,https://guide.michelin.com/en/pays-de-la-loire/mareuil-sur-lay/restaurant/maison-desamy,"2 rue Hervé-de-Mareuil, Mareuil-sur-Lay-Dissais, 85320, France"
Séchex Nous,1 Star,Margencel,France,Modern Cuisine,,€€€,https://www.sechex-nous.com/,https://guide.michelin.com/en/auvergne-rhone-alpes/margencel/restaurant/sechex-nous,"2 route des Meules (Port de Séchex), Margencel, 74200, France"
Le Cerf,1 Star,Marlenheim,France,Modern Cuisine,,€€€,https://www.lecerf.com/,https://guide.michelin.com/en/grand-est/marlenheim/restaurant/le-cerf,"30 rue du Général-de-Gaulle, Marlenheim, 67520, France"
Auffo,1 Star,Marseille,France,Modern Cuisine,,€€€€,https://www.auffo-restaurant.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/auffo,"158 rue du Vallon-des-Auffes, Marseille, 13007, France"
Belle de Mars,1 Star,Marseille,France,Modern Cuisine,,€€,https://belledemars.fr,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/belle-de-mars,"56 rue de Forbin, Marseille, 13002, France"
"Une Table, au Sud",1 Star,Marseille,France,Modern Cuisine,,€€€€,https://www.unetableausud.com/,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/une-table-au-sud,"2 quai du Port, Marseille, 13002, France"
Dyades au Domaine des Étangs,1 Star,Massignac,France,Modern Cuisine,,€€€,https://fr.auberge.com/domaine-des-etangs/dine/,https://guide.michelin.com/en/nouvelle-aquitaine/massignac/restaurant/dyades-au-domaine-des-etangs,"Domaine des Étangs, Massignac, 16310, France"
L'Éveil des Sens,1 Star,Mayenne,France,Modern Cuisine,,€€€,https://www.restaurant-leveildessens.fr,https://guide.michelin.com/en/pays-de-la-loire/mayenne/restaurant/l-eveil-des-sens,"429 boulevard Paul-Lintier, Mayenne, 53100, France"
La Table de l'Alpaga,1 Star,Megève,France,Creative,,€€€€,https://www.beaumier.com/fr/proprietes/hotel-alpaga/gastronomie/,https://guide.michelin.com/en/auvergne-rhone-alpes/megve/restaurant/la-table-de-l-alpaga,"L'Alpaga, 66 allée des Marmoussets, route du Prariand, Megève, 74120, France"
Vous,1 Star,Megève,France,Modern Cuisine,,€€€€,https://www.juliengatillon.fr/vous,https://guide.michelin.com/en/auvergne-rhone-alpes/megve/restaurant/vous,"36 rue Saint-François, Megève, 74120, France"
Timilìa,1 Star,Metz,France,"Italian, Creative",,€€€,https://www.ristorante-timilia.com,https://guide.michelin.com/en/grand-est/metz/restaurant/timilia,"20 rue Vigne-Saint-Avold, Metz, 57000, France"
Yozora,1 Star,Metz,France,Creative,,€€€€,https://restaurant-yozora.com,https://guide.michelin.com/en/grand-est/metz/restaurant/yozora,"Centre Pompidou-Metz, 1 parvis des Droits-de-l'Homme, Metz, 57000, France"
L'Escarbille,1 Star,Meudon,France,"Classic Cuisine, Modern Cuisine",,€€€€,https://www.lescarbille.fr,https://guide.michelin.com/en/ile-de-france/meudon/restaurant/l-escarbille,"8 rue de Vélizy, Meudon, 92190, France"
Auberge Le Prieuré,1 Star,Moirax,France,"Creative, Modern Cuisine",,€€€,https://www.aubergeleprieure.fr,https://guide.michelin.com/en/nouvelle-aquitaine/moirax/restaurant/auberge-le-prieure,"4 Grand'Rue, Moirax, 47310, France"
La Tour des Vents,1 Star,Monbazillac,France,Modern Cuisine,,€€€,https://www.domainedelatourdesvents.com/,https://guide.michelin.com/en/nouvelle-aquitaine/monbazillac/restaurant/la-tour-des-vents,"450 route de Malfourat, Monbazillac, 24240, France"
Les Fresques - Château des Vigiers,1 Star,Monestier,France,Modern Cuisine,,€€€,https://vigiers.com/,https://guide.michelin.com/en/nouvelle-aquitaine/monestier/restaurant/les-fresques,"644 route Lars-Urban-Petersson, lieu-dit Le Vigier, Monestier, 24240, France"
Kasbür,1 Star,Monswiller,France,Modern Cuisine,,€€€€,https://restaurant-kasbur.fr,https://guide.michelin.com/en/grand-est/monswiller/restaurant/kasbur,"8 route de Dettwiller, Monswiller, 67700, France"
